Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
EEX,"Emerald Expositions Events Inc",5.33,0.24,+4.72%,5.09,5.44,5.075,59700,2024-08-23
EFC,"Ellington Financial Llc",13.38,0.16,+1.21%,13.27,13.42,13.245,1006700,2024-08-23
EFSC,"Enterprises Finl Svc",52.81,2.53,+5.03%,50.75,53.66,50.73,148800,2024-08-23
EGAN,"Egain Corp",7.59,0.23,+3.13%,7.43,7.59,7.43,44200,2024-08-23
EGBN,"Eagle Bancorp Inc",22.09,2.13,+10.67%,20.22,22.33,20.22,390300,2024-08-23
EGHT,"8X8 Inc",1.95,0.14,+7.73%,1.82,1.97,1.82,884100,2024-08-23
EGY,"Vaalco Energy Inc",6.33,0.1425,+2.30%,6.23,6.4,6.22,993500,2024-08-23
EHAB,"Enhabit Inc",8.21,0.19,+2.37%,8.09,8.355,8.01,400500,2024-08-23
EIG,"Employers Holdings Inc",47.38,0.72000000000001,+1.54%,46.81,47.775,46.81,92500,2024-08-23
ELEV,"Elevation Oncology Inc",0.8088,0.0088,+1.10%,0.8,0.8266,0.785,629100,2024-08-23
ELME,"Elme Communities",17.24,0.15,+0.88%,17.22,17.48,17.16,354800,2024-08-23
ELVN,"Enliven Therapeutics Inc",23,0.1,+0.44%,23,23.14,22.7,123600,2024-08-23
ELYM,"Eliem Therapeutics Inc",6,0.19,+3.27%,5.77,6.02,5.65,140100,2024-08-23
EMBC,"Embecta Corp",14,0.81,+6.14%,13.3,14.07,13.07,306800,2024-08-23
EML,"Eastern Company",31.09,1.54,+5.21%,29.24,31.21,29.24,100200,2024-08-23
ENFN,"Enfusion Inc Cl A",8.29,0.17,+2.09%,8.18,8.36,8.17,322300,2024-08-23
ENR,"Energizer Holdings Inc",30.37,0.14,+0.46%,30.39,30.68,30.19,588100,2024-08-23
ENS,"Enersys Inc",98.64,2.07,+2.14%,97.31,100.15,97.28,211900,2024-08-23
ENSG,"The Ensign Group IN",148.07,1.7,+1.16%,146.95,148.17,145.83,261000,2024-08-23
ENTA,"Enanta Pharmaceutica",13.09,0.56,+4.47%,12.67,13.14,12.48,248500,2024-08-23
ENV,"Envestnet Inc",63,0.2,+0.32%,62.9,63,62.83,972400,2024-08-23
ENVA,"Enova International Inc",85.89,3.43,+4.16%,82.92,86.01,82.53,178200,2024-08-23
ENVX,"Enovix Corp",10.57,0.34,+3.32%,10.35,10.84,10.33,3697000,2024-08-23
EOLS,"Evolus Inc",15.86,0.38,+2.45%,15.43,16.29,15.31,757600,2024-08-23
EP,"Empire Petroleum Corp",5.43,0.15,+2.84%,5.33,5.45,5.21,77500,2024-08-23
EPAC,"Actuant Corp",40.71,0.66,+1.65%,40.38,41.11,40.17,167800,2024-08-23
EPC,"Edgewell Personal Care",40.12,0.31,+0.78%,39.98,40.56,39.82,278400,2024-08-23
EPM,"Evolution Petroleum Corp",5.14,0.13,+2.59%,5.04,5.155,5.02,583300,2024-08-23
EPRT,"Essential Properties Realty Trust Inc",31.62,0.47,+1.51%,31.31,31.78,31.11,1029200,2024-08-23
EQBK,"Equity Bncsrs Cm A",40.76,1.76,+4.51%,39.28,41.77,39.28,49200,2024-08-23
EQC,"Equity Commonwealth",20.25,0,0.00%,20.3,20.36,20.245,896500,2024-08-23
ERAS,"Erasca Inc",2.75,0.01,+0.36%,2.62,2.85,2.6,1589800,2024-08-23
ERII,"Energy Recovery Inc",18.23,0.49,+2.76%,17.94,18.24,17.73,387900,2024-08-23
ESCA,"Escalade Inc",14.08,0.88,+6.67%,13.78,14.1,13.39,20600,2024-08-23
ESE,"Esco Technologies Inc",119.87,2.04,+1.73%,119.05,120.88,118.24,85400,2024-08-23
ESGR,"Enstar Group Ltd",326.6,3.51,+1.09%,323.73,326.72,323.66,85800,2024-08-23
ESNT,"Essent Group Ltd",62.92,1.23,+1.99%,62.13,63.55,61.79,516000,2024-08-23
ESPR,"Esperion Theraptc",1.77,0.06,+3.51%,1.72,1.805,1.72,3156000,2024-08-23
ESQ,"Esquire Financial Holdings Inc",61.26,2.82,+4.83%,59.08,62.11,59.08,42500,2024-08-23
ESRT,"Empire State Realty Trust Inc",10.42,0.34,+3.37%,10.13,10.515,10.13,1005100,2024-08-23
ESSA,"Essa Bancorp Inc",18.64,0.83,+4.66%,18,18.64,17.96,15700,2024-08-23
ETD,"Ethan Allen Interiors Inc",31.08,1.35,+4.54%,30.03,31.175,29.85,320700,2024-08-23
ETNB,"89Bio Inc",8.85,0.38,+4.55%,8.59,8.88,8.45,349200,2024-08-23
ETWO,"E2Open Parent Hldg",4.29,0.16,+3.87%,4.17,4.325,4.16,1528200,2024-08-23
EU,"Encore Energy Corp",3.61,0.38,+11.76%,3.42,3.77,3.41,1890000,2024-08-23
EVC,"Entravision Communications Corp",2.06,0.12,+6.19%,1.96,2.085,1.96,375700,2024-08-23
EVCM,"Evercommerce Inc",10.41,0.16,+1.56%,10.32,10.48,10.29,124200,2024-08-23
EVER,"Everquote Inc Cl A",22.17,1.61,+7.83%,21,22.4,20.88,501000,2024-08-23
EVEX,"Eve Holding Inc",2.68,0.18,+7.20%,2.49,2.76,2.485,128100,2024-08-23
EVGO,"Evgo Inc",4.21,0.47,+12.57%,3.79,4.24,3.74,5628400,2024-08-23
EVH,"Evolent Health Inc Cl A Com",32.97,0.88,+2.74%,32.12,33.225,31.99,6676600,2024-08-23
EVI,"Evi Industries Inc",16.95,1.1,+6.94%,15.54,17.06,15.5,29100,2024-08-23
EVLV,"Evolv Technologies Hldgs Inc",4.07,0.46,+12.74%,3.7,4.09,3.62,3045800,2024-08-23
EVRI,"Everi Holdings Inc",13,0.02,+0.15%,13.01,13.01,12.99,818700,2024-08-23
EVTC,"Evertec Inc",33.37,0.63,+1.92%,32.99,33.53,32.83,279000,2024-08-23
EWCZ,"European Wax Center Cl A",6.3,-0.05,-0.79%,6.35,6.65,6.14,669800,2024-08-23
EWTX,"Edgewise Therapeutics Inc",19.33,-0.26,-1.33%,19.66,20.42,19.23,866800,2024-08-23
EXLS,"Exlservice Holdings",36.27,0.58,+1.63%,35.92,36.41,35.78,580900,2024-08-23
EXPI,"Exp Realty International",13.11,0.64,+5.13%,12.4,13.48,12.4,2549800,2024-08-23
EXPO,"Exponent Inc",106.26,2.57,+2.48%,104.52,106.42,103.52,242500,2024-08-23
EXTR,"Extreme Networks",15.01,0.13,+0.87%,14.92,15.02,14.69,1167900,2024-08-23
EYE,"National Vision Holdings Inc",10.51,0.27,+2.64%,10.26,10.65,10.22,2207500,2024-08-23
EYPT,"Eyepoint Pharmaceuticals Inc",9.19,0.19,+2.11%,9.02,9.59,8.99,665500,2024-08-23
FA,"First Advantage Corp",18.99,0.46,+2.48%,18.59,19.02,18.48,421700,2024-08-23
FARO,"Faro Tech Inc",17.42,0.94,+5.70%,16.49,17.59,16.49,178400,2024-08-23
FATE,"Fate Therapeutics",3.84,0.07,+1.86%,3.83,3.95,3.71,1176000,2024-08-23
FBIZ,"First Business Finan",44.87,2.25,+5.28%,42.63,45.11,42.16,24800,2024-08-23
FBK,"Fb Financial Corp",47.93,2.76,+6.11%,45.71,48.8,45.69,160300,2024-08-23
FBLG,"Fibrobiologics Inc",1.58,0.17,+12.06%,1.45,1.69,1.3901,226300,2024-08-23
FBMS,"First Bancshs [Ms]",33.46,1.46,+4.56%,32.31,33.89,32.31,426700,2024-08-23
FBNC,"First Bancorp [Nc]",42.95,1.92,+4.68%,41.43,44,41.43,188300,2024-08-23
FBP,"First Bancorp",21.46,0.85,+4.12%,20.77,21.72,20.695,882600,2024-08-23
FBRT,"Franklin Bsp Realty Trust Inc",13.26,0.38,+2.95%,12.95,13.27,12.8972,374200,2024-08-23
FC,"Franklin Covey Company",40.04,1.38,+3.57%,39,40.28,39,55600,2024-08-23
FCBC,"First Community Bksh",44.28,2.73,+6.57%,41.73,44.66,40.28,57700,2024-08-23
FCEL,"Fuelcell Energy Inc",0.45,0.027,+6.38%,0.4378,0.455,0.4308,22928000,2024-08-23
FCF,"First Commonwealth Financial Corp",17.15,0.81,+4.96%,16.49,17.4,16.415,557800,2024-08-23
FCFS,"Firstcash Holdings Inc",118.52,1.98,+1.70%,117.02,118.57,116.91,311300,2024-08-23
FCPT,"Four Corners Property Trust IN",27.49,0.54,+2.00%,27.01,27.66,27.01,967700,2024-08-23
FDBC,"Fidelity D & D Bancorp Inc",50,3.77,+8.15%,50.22,50.88,49.69,8000,2024-08-23
FDMT,"4D Molecular Therapeutics Inc",14.96,0.49,+3.39%,14.63,15.13,14.5,292100,2024-08-23
FDP,"Fresh Del Monte Produce",28.42,0.4,+1.43%,27.99,28.63,27.96,237600,2024-08-23
FELE,"Franklin Electric Company",102.74,2.53,+2.52%,100.97,103.67,100.65,131200,2024-08-23
FENC,"Fennec Pharmaceuticals Inc",5.7,0.2,+3.64%,5.55,5.8,5.55,55100,2024-08-23
FET,"Forum Energy Technologies Inc",17.91,0.95,+5.60%,17.01,18.005,17.01,77900,2024-08-23
FF,"Futurefuel Corp",6.2,0.05,+0.81%,6.16,6.27,6.13,335000,2024-08-23
FFBC,"First Finl Bncp [Oh]",26.77,1.3,+5.10%,25.7,27.03,25.55,775900,2024-08-23
FFIC,"Flushing Finl Corp",14.53,1.08,+8.03%,13.51,14.74,13.51,191500,2024-08-23
FFIN,"First Finl Bkshs Inc",36.61,1.41,+4.01%,35.52,37.52,35.41,640100,2024-08-23
FFNW,"First Financial Nort",22.36,0.14,+0.63%,22.38,22.5,22.23,35500,2024-08-23
FFWM,"First Foundation",6.91,0.35,+5.34%,6.61,7.29,6.55,1135900,2024-08-23
FG,"F&G Annuities & Life Inc",42.11,1.82,+4.52%,40.84,42.51,40.4,66300,2024-08-23
FHTX,"Foghorn Therapeutics Inc",8.01,0.5,+6.66%,7.64,8.26,7.28,208800,2024-08-23
FIBK,"First Interstate Ban",30.73,1.57,+5.38%,29.23,31.1,29.23,521900,2024-08-23
FIGS,"Figs Inc Cl A",5.9,0.3,+5.36%,5.62,5.96,5.595,2541300,2024-08-23
FIHL,"Fidelis Insurance Holdings Limited",18.74,0.68,+3.77%,18.12,18.76,18.0533,583000,2024-08-23
FIP,"Ftai Infrastructure Inc",9.29,0.13,+1.42%,9.2,9.59,9.18,2735300,2024-08-23
FISI,"Financial Institut",25.94,1.37,+5.58%,24.82,26.41,24.82,52800,2024-08-23
FIZZ,"Natl Beverage Corp",45.84,0.67,+1.48%,45.57,46.14,45.18,175000,2024-08-23
FL,"Footlocker Inc",32.71,-0.25,-0.76%,32.67,33.1617,32.14,3472100,2024-08-23
FLGT,"Fulgent Genetics Inc",23.8,0.75,+3.25%,23.18,23.97,23.1,146700,2024-08-23
FLIC,"First of Long Isla",12.83,0.57,+4.65%,12.3,13.17,12.3,98300,2024-08-23
FLL,"Full House Rsts",5.07,0.14,+2.84%,5.01,5.15,4.93,68100,2024-08-23
FLNC,"Fluence Energy Inc Cl A",19.58,1.8,+10.12%,18.05,19.62,18.01,1801400,2024-08-23
FLNG,"Flex Lng Ltd",27.33,0.71,+2.67%,26.73,27.36,26.65,230000,2024-08-23
FLR,"Fluor Corp",49.62,0.89,+1.83%,49.13,50.2,48.63,994900,2024-08-23
FLWS,1-800-Flowers.com,9.48,0.47,+5.22%,9.07,9.66,9.05,144300,2024-08-23
FLXS,"Flexsteel Inds",41.83,0.63,+1.53%,41.5,42.74,40,82300,2024-08-23
FLYW,"Flywire Corp Voting",17.58,0.84,+5.02%,16.88,17.59,16.72,915700,2024-08-23
FMAO,"Farmers & Merch Banc",27.2,1.65,+6.46%,25.81,28.09,25.81,59600,2024-08-23
FMBH,"First Mid Ill Bncshr",39.96,1.72,+4.50%,38.59,40.48,38.47,91400,2024-08-23
FMNB,"Farmers Natl Banc Corp",15.19,0.8,+5.56%,14.55,15.52,14.41,98800,2024-08-23
FN,Fabrinet,267.35,5.51,+2.10%,264.61,272.24,263.01,371400,2024-08-23
FNA,"Paragon 28 Inc",8.56,0.77,+9.88%,7.89,8.605,7.86,410100,2024-08-23
FNKO,"Funko Inc Cl A",10.59,0.22,+2.12%,10.4,10.68,10.28,464300,2024-08-23
FNLC,"First Bancorp Inc",27.61,1.74,+6.73%,26.16,27.97,26.16,26300,2024-08-23
FOLD,"Amicus Therapeutics",11.76,0.06,+0.51%,11.84,11.9,11.69,2129000,2024-08-23
FOR,"Forestar Group Inc",31.41,1.17,+3.87%,30.57,31.63,30.57,146400,2024-08-23
FORM,"Formfactor Inc",51.41,2.2,+4.47%,50.08,51.66,50,411300,2024-08-23
FORR,"Forrester Resrch",18.42,0.65,+3.66%,17.89,18.55,17.75,93800,2024-08-23
FOXF,"Fox Factory Corp",41.21,1.51,+3.80%,39.97,41.9,39.59,571500,2024-08-23
FPI,"Farmland Partners Inc",10.18,0.2,+2.00%,10,10.195,9.99,346000,2024-08-23
FRBA,"First Bank",15.46,0.6,+4.04%,14.9,15.66,14.9,85000,2024-08-23
FREY,"Freyr Battery Inc",1.33,0.11,+9.02%,1.22,1.34,1.22,1442200,2024-08-23
FRGE,"Forge Global Hldgs Inc",1.49,0.08,+5.67%,1.4,1.58,1.4,608100,2024-08-23
FRME,"First Merchants Corp",38.42,1.91,+5.23%,36.79,39.06,36.49,248400,2024-08-23
FRPH,"Frp Holdings Inc",29.64,0.85,+2.95%,29,29.66,29,28200,2024-08-23
FRSH,"Freshworks Inc Cl A",11.95,0.36,+3.11%,11.71,11.96,11.6,1601400,2024-08-23
FRST,"Primis Financial Corp",12.23,0.65,+5.61%,11.71,12.4,11.65,63300,2024-08-23
FSBC,"Five Star Bancorp",29.81,1.51,+5.34%,29.01,30.56,28.65,57800,2024-08-23
FSBW,"FS Bancorp Inc",44.97,2.49,+5.86%,42.88,45.11,42.88,12000,2024-08-23
FSLY,"Fastly Inc",6.38,0.15,+2.41%,6.25,6.46,6.25,2134500,2024-08-23
FSP,"Franklin Street Properties",1.72,0.11,+6.83%,1.62,1.73,1.62,359400,2024-08-23
FSS,"Federal Signal Corp",93.96,1.48,+1.60%,93.2,94.55,92.175,552000,2024-08-23
FSTR,"Foster L B Company",18.84,1.01,+5.66%,18.12,19.11,18.09,22100,2024-08-23
FTAI,"Ftai Aviation Ltd",121.74,2.18,+1.82%,119.09,122.57,118.51,1180100,2024-08-23
FTDR,"Frontdoor Inc",48.52,1.28,+2.71%,47.59,48.71,47.44,612400,2024-08-23
FUBO,"Fubotv Inc",2.07,0.09,+4.55%,2.03,2.15,1.99,24364200,2024-08-23
FUL,"H. B. Fuller Company",83.43,1.86,+2.28%,82.2,83.91,81.84,186200,2024-08-23
FULC,"Fulcrum Therapeutics Inc",9.17,0.38,+4.32%,8.86,9.25,8.81,1310000,2024-08-23
FULT,"Fulton Financial Cor",19.28,1.12,+6.17%,18.35,19.41,18.26,1547400,2024-08-23
FUN,"Cedar Fair LP",44.53,0.81,+1.85%,43.82,44.85,43.5,1014700,2024-08-23
FVCB,"Fvcbankcorp Inc",12.61,1.31,+11.59%,11.97,12.61,11.88,38700,2024-08-23
FWRD,"Foward Air Corp",32.02,0.74,+2.37%,31.31,32.75,30.93,725100,2024-08-23
FWRG,"First Watch Restaurant Group Inc",17.21,0.24,+1.41%,16.97,17.69,16.89,323300,2024-08-23
GABC,"German Amer Bncp Inc",40.24,1.56,+4.03%,39,40.92,36.62,169100,2024-08-23
GALT,"Galectin Therapeutic",2.31,0,0.00%,2.35,2.4,2.25,107200,2024-08-23
GAMB,"Gambling.com Group Ltd",10.16,0.25,+2.52%,9.97,10.3,9.88,200100,2024-08-23
GATX,"GATX Corp",140.52,1.56,+1.12%,139.62,142.525,139.5,137900,2024-08-23
GBCI,"Glacier Bancorp Inc",46.97,2.75,+6.22%,44.58,47.58,44.58,949400,2024-08-23
GBIO,"Generation Bio Co.",2.65,0.13,+5.16%,2.5,2.73,2.45,137800,2024-08-23
GBTG,"Global Business Travel Group Inc",7.18,0.24,+3.46%,6.95,7.2,6.92,571500,2024-08-23
GBX,"Greenbrier Companies",47.8,1.48,+3.20%,46.75,48.12,46.46,156100,2024-08-23
GCBC,"Greene County Bncp",32.7,1.93,+6.27%,30.91,33.49,30.91,21500,2024-08-23
GCI,"Gannett Inc",4.89,0.08,+1.66%,4.85,4.93,4.8,1408200,2024-08-23
GCMG,"Gcm Grosvenor Inc",10.87,0.03,+0.28%,10.89,11.04,10.86,150200,2024-08-23
GCO,"Genesco Inc",31.19,1.55,+5.23%,29.8,31.34,29.6,112200,2024-08-23
GCT,"Gigacloud Technology Inc Cl A",22.54,1.27,+5.97%,21.52,23.1,21.45,1642300,2024-08-23
GCTS,"Gct Semiconductor Holding Inc",2.99,-0.18,-5.68%,3.2,3.2,2.8,699800,2024-08-23
GDEN,"Golden Entmt",31.64,1.16,+3.81%,30.66,31.76,30.52,141200,2024-08-23
GDOT,"Green Dot Corp",11.21,0.46,+4.28%,10.83,11.35,10.81,584500,2024-08-23
GDYN,"Grid Dynamics Holdings Inc",13.91,0.27,+1.98%,13.74,13.94,13.6,246200,2024-08-23
GEF,"Greif Bros Corp",63.78,1.84,+2.97%,62.37,64.27,62.12,102400,2024-08-23
GEF.B,"Greif Bros Corp Cl B",67.53,1.71,+2.60%,66,67.89,65.9113,12400,2024-08-23
GENC,"Gencor Industries IN",20.16,1.23,+6.50%,19.18,20.45,19.18,46000,2024-08-23
GEO,"Geo Group Inc",14.22,0.52,+3.80%,13.74,14.25,13.66,1465700,2024-08-23
GEOS,"Geospace Technologie",10.1,0.63,+6.65%,9.59,10.17,9.59,46000,2024-08-23
GERN,"Geron Corp",4.54,0.06,+1.34%,4.52,4.59,4.48,6180500,2024-08-23
GETY,"Getty Images Holdings Inc Cl A",3.59,0.32,+9.79%,3.33,3.67,3.33,493400,2024-08-23
GFF,"Griffon Corp",66.93,2.64,+4.11%,64.98,67.155,64.655,382900,2024-08-23
GH,"Guardant Health Inc",29.02,1.15,+4.13%,28.11,29.26,27.94,1425200,2024-08-23
GHC,"Graham Holdings Company",789.94,34.71,+4.60%,787.5001,796.25,787.5001,12600,2024-08-23
GHM,"Graham Corp",31.1,1.06,+3.53%,30.25,31.32,30.07,41100,2024-08-23
GIC,"Global Industrial Co.",33.92,1.12,+3.41%,32.93,34.03,32.55,59100,2024-08-23
GIII,"G-III Apparel Gp",26.54,0.82,+3.19%,26.05,26.65,25.93,350900,2024-08-23
GKOS,"Glaukos Corp",132.89,2.83,+2.18%,130.66,133.34,130.02,412700,2024-08-23
GLDD,"Great Lakes Drg Dock",9.07,0.31,+3.54%,8.84,9.19,8.77,418000,2024-08-23
GLNG,"Golar Lng Ltd",32.84,0.5,+1.55%,32.64,33.14,32.54,1111300,2024-08-23
GLRE,"Greenlight Cap. Re.",13.85,0.44,+3.28%,13.5,13.95,13.5,136300,2024-08-23
GLSI,"Greenwich Lifesciences Inc",14.88,0.74,+5.23%,14.63,15.17,14.25,31500,2024-08-23
GLUE,"Monte Rosa Therapeutics Inc",6.33,0.7,+12.43%,5.74,6.36,5.62,283500,2024-08-23
GMGI,"Golden Matrix Group Inc",2.58,0.19,+7.95%,2.44,2.61,2.41,96400,2024-08-23
GMRE,"Global Medical REIT Inc",9.35,0.16,+1.74%,9.19,9.445,9.16,582100,2024-08-23
GMS,"Gms Inc",95.37,2.8,+3.02%,93,95.54,91.91,388400,2024-08-23
GNE,"Genie Energy Ltd Cl B",16.46,0.3,+1.86%,16.19,16.56,16.19,44700,2024-08-23
GNK,"Genco Shipping & Trading Ltd",17.17,0.18,+1.06%,16.99,17.32,16.96,408300,2024-08-23
GNL,"Global Net Lease Inc",8.58,0.26,+3.13%,8.42,8.63,8.335,1280200,2024-08-23
GNTY,"Guaranty Bancshares Inc",33.43,0.62,+1.89%,32.91,35.3,32.11,64700,2024-08-23
GNW,"Genworth Financial Inc",6.82,0.1,+1.49%,6.76,6.84,6.74,2449900,2024-08-23
GOCO,"Gohealth Inc Cl A",9.93,2.02,+25.54%,7.98,10.31,7.98,137500,2024-08-23
GOEV,"Canoo Inc",1.47,0.06,+4.26%,1.44,1.47,1.41,1853800,2024-08-23
GOGL,"Golden Ocean Gp",12.24,0.1,+0.82%,12.1,12.32,12.05,1096300,2024-08-23
GOGO,"Gogo Inc",7.71,0.35,+4.76%,7.33,7.81,7.32,685200,2024-08-23
GOLF,"Acushnet Holdings Corp",67,1.09,+1.65%,66.29,67.875,65.91,264000,2024-08-23
GOOD,"Gladstone Comml",14.76,0.26,+1.79%,14.51,14.78,14.5,438500,2024-08-23
GPI,"Group 1 Automotive",369.19,12.83,+3.60%,358.77,370,358.77,210500,2024-08-23
GPMT,"Granite Point Mortgage Trust Inc",2.58,0.04,+1.57%,2.55,2.685,2.55,397500,2024-08-23
GPOR,"Gulfport Energy Corp",142.27,1.41,+1.00%,142.5,143.88,141.48,205000,2024-08-23
GPRE,"Green Plains Inc",14.04,0.44,+3.24%,13.71,14.38,13.64,601300,2024-08-23
GPRO,"Gopro Inc Cl A",1.34,0.08,+6.35%,1.27,1.36,1.27,1331700,2024-08-23
GRBK,"Green Brick Partners",79.76,4.49,+5.97%,76.03,80.325,75.87,451400,2024-08-23
GRC,"Gorman-Rupp Company",39.32,1.27,+3.34%,38.21,39.68,38.05,127700,2024-08-23
GRND,"Grindr Inc",12.43,0.14,+1.14%,12.38,12.53,12.28,496200,2024-08-23
GRNT,"Granite Ridge Resources Inc",6.5,0.23,+3.67%,6.39,6.545,6.36,400200,2024-08-23
GRPN,"Groupon Cl A",13.72,0.59,+4.49%,13.47,14.02,13.4,878200,2024-08-23
GRWG,"Growgeneration Corp",2.3,0.12,+5.50%,2.18,2.32,2.14,523200,2024-08-23
GSAT,Globalstar,1.48,0.07,+4.96%,1.44,1.48,1.41,6658000,2024-08-23
GSBC,"Great Southern Bncp",60.2,3.23,+5.67%,57.46,61.58,57.46,28300,2024-08-23
GSHD,"Goosehead Insurance Inc Cl A",80.3,-0.21,-0.26%,80.5,81.34,79.58,281100,2024-08-23
GT,"Goodyear Tire Rubber",8.89,0.4,+4.71%,8.55,8.98,8.52,5506600,2024-08-23
GTHX,"G1 Therapeutics Inc",7.12,0.02,+0.28%,7.1,7.12,7.1,966900,2024-08-23
GTLS,"Chart Industries IN",123.6,6.86,+5.88%,118.19,123.78,117.86,493100,2024-08-23
GTN,"Gray Television",5.21,0.34,+6.98%,4.93,5.2457,4.91,1441100,2024-08-23
GTY,"Getty Realty Corp",31.55,0.71,+2.30%,31,31.69,30.85,375100,2024-08-23
GUTS,"Fractyl Health Inc",3.01,0.1,+3.44%,2.95,3.08,2.91,416100,2024-08-23
GVA,"Granite Construction Incorporated",73.7,2.04,+2.85%,72.16,74.57,71.935,425900,2024-08-23
GWRS,"Global Water Reso",12.23,0.35,+2.95%,11.91,12.29,11.87,22400,2024-08-23
GYRE,"Gyre Therapeutics Inc",12.84,1.37,+11.94%,11.68,13,11.56,48800,2024-08-23
HA,"Hawaiian Hlds Inc",17.38,0,0.00%,17.39,17.5,17.28,3352700,2024-08-23
HAE,"Haemonetics Corp",76.25,0.75,+0.99%,75.5,76.45,74.95,463600,2024-08-23
HAFC,"Hanmi Financial Corp",20.3,1.33,+7.01%,19.06,20.49,19.06,241300,2024-08-23
HAIN,"Hain Celestial Group",6.47,0.33,+5.37%,6.18,6.48,6.17,1326600,2024-08-23
HALO,"Halozyme Therapeutic",62.72,1.08,+1.75%,62,62.86,61.61,945100,2024-08-23
HASI,"Ha Sustainable Infrastructure Capital Inc",33.25,2.38,+7.71%,31.09,33.31,31.0553,1687900,2024-08-23
HAYN,"Haynes Intl Inc",60.25,0.45,+0.75%,59.79,60.38,59.79,81000,2024-08-23
HBB,"Hamilton Beach Brands Holding Cl A",28.35,0.75,+2.72%,27.55,28.5923,27.0401,74300,2024-08-23
HBCP,"Home Bancorp Inc",44,2.7,+6.54%,42,44.34,42,23600,2024-08-23
HBI,"Hanesbrands Inc",6.31,0.22,+3.61%,6.14,6.455,6.14,4102300,2024-08-23
HBIO,"Harvard Bioscience",2.99,0.15,+5.28%,2.88,3.04,2.88,81100,2024-08-23
HBNC,"Horizon Bancorp",15.78,0.87,+5.84%,14.99,16.15,14.99,214700,2024-08-23
HBT,"Hbt Financial Inc",22.73,1.29,+6.02%,21.68,22.93,21.68,22200,2024-08-23
HCAT,"Health Catalyst Inc",7.27,0.21,+2.97%,7.15,7.54,6.98,526500,2024-08-23
HCC,"Warrior Met Coal Inc",58.13,0.24,+0.41%,58.1,58.6,56.63,524900,2024-08-23
HCI,"Homeowners Choice",95.02,4.11,+4.52%,91.06,95.2,90.0525,137200,2024-08-23
HCKT,"Hackett Grp Inc",26.04,0.3,+1.17%,25.81,26.31,25.81,132000,2024-08-23
HCSG,"Healthcare Svcs Gp",10.91,0.36,+3.41%,10.61,11.03,10.61,317600,2024-08-23
HDSN,"Hudson Tech Inc",8.33,0.33,+4.12%,8.06,8.37,8.02,379000,2024-08-23
HE,"Hawaiian Electric Industries",11.64,0.5,+4.49%,11.46,11.94,11.36,3019100,2024-08-23
HEAR,"Turtle Beach Corp",15.63,0.61,+4.06%,15.24,15.64,15.24,146000,2024-08-23
HEES,"H&E Equip Services",48.55,2.15,+4.63%,46.7,49.08,46.7,214300,2024-08-23
HELE,"Helen of Troy Ltd",53.36,2.27,+4.44%,51.34,54.25,51.26,487000,2024-08-23
HFFG,"HF Foods Group Inc",3.53,0.37,+11.71%,3.22,3.67,3.22,128700,2024-08-23
HFWA,"Heritage Financial",23,1.01,+4.59%,22.1,23.45,22.04,203500,2024-08-23
HG,"Hamilton Insurance Group Ltd Cl B",19.68,0.49,+2.55%,19.16,19.71,19.1269,368500,2024-08-23
HGV,"Hilton Grand Vacations Inc",38.32,0.91,+2.43%,37.65,38.46,37.53,657600,2024-08-23
HI,"Hillenbrand Inc",33.57,0.76,+2.32%,33.07,34.08,32.93,505600,2024-08-23
HIFS,"Hingham Inst For Svg",256.43,16.39,+6.83%,243.04,261,243.04,21100,2024-08-23
HIMS,"Hims & Hers Health Inc",16.73,0.27,+1.64%,16.74,17.38,16.54,7369500,2024-08-23
HIPO,"Hippo Holdings Inc",19.56,1.26,+6.89%,18.62,19.93,18.62,117400,2024-08-23
HL,"Hecla Mining Company",6.19,0.18,+3.00%,6.15,6.255,6.02,9695300,2024-08-23
HLF,"Herbalife Ltd",8.65,0.28,+3.35%,8.47,8.79,8.46,1643200,2024-08-23
HLIO,"Helios Technologies Inc",43.66,0.65,+1.51%,43.5,44.32,43.01,142900,2024-08-23
HLIT,"Harmonic Inc",14.41,0.69,+5.03%,13.8,14.44,13.75,999900,2024-08-23
HLLY,"Holley Inc",3.27,0.18,+5.83%,3.1,3.27,3.1,409900,2024-08-23
HLMN,"Hillman Solutions Corp",9.67,0.41,+4.43%,9.34,9.69,9.3,712400,2024-08-23
HLNE,"Hamilton Lane Inc Cl A",151.45,4.2,+2.85%,148.4,151.65,147.53,229000,2024-08-23
HLVX,"Hillevax Inc",1.94,0.02,+1.04%,1.95,2.01,1.92,352700,2024-08-23
HLX,"Helix Energy Solutions Group",11.05,0.58,+5.54%,10.74,11.07,10.62,1110400,2024-08-23
HMN,"Horace Mann Educators Corp",34.45,0.35,+1.03%,34.23,34.82,34.135,285600,2024-08-23
HMST,"Homestreet Inc",15.72,0.46,+3.01%,15.26,15.88,15.14,73700,2024-08-23
HNI,"Hon Industries Inc",53.01,1.18,+2.28%,52.28,53.375,52.04,193900,2024-08-23
HNRG,"Hallador Energy Company",6,-0.1,-1.64%,6.22,6.34,5.84,444900,2024-08-23
HNST,"The Honest Company",4.52,0.17,+3.91%,4.39,4.61,4.38,1182700,2024-08-23
HOFT,"Hooker Furnishings Corp",15.74,0.91,+6.14%,15.19,15.87,15.19,33200,2024-08-23
