年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2023/06,2379,瑞昱,5649,0.64,2189026,1.1,1.4398,TW0002379005
2023/06,2382,廣達,31503,1.4,4788494,0.82,30.472,TW0002382009
2023/06,2395,研華,4928,0.59,2018008,0.63,0.614,TW0002395001
2023/06,2408,南亞科,9662,0.2,684071,0.31,-0.7208,TW0002408002
2023/06,2412,中華電,45213,1.54,5267343,0.58,-3.8397,TW0002412004
2023/06,2454,聯發科,17649,3.55,12142253,1.1,0.6162,TW0002454006
2023/06,2603,長榮,12072,0.33,1128716,0.57,6.8628,TW0002603008
2023/06,2609,陽明,20631,0.38,1299734,0.59,3.6184,TW0002609005
2023/06,2615,萬海,16812,0.29,991902,0.6,1.7238,TW0002615002
2023/06,2801,彰銀,78861,0.43,1470752,0.74,3.6111,TW0002801008
2023/06,2880,華南金,120175,0.78,2667875,0.88,-0.2247,TW0002880002
2023/06,2881,富邦金,87759,1.56,5335751,0.71,-0.0002,TW0002881000
2023/06,2882,國泰金,109388,1.38,4720087,0.75,-0.5876,TW0002882008
2023/06,2883,開發金,187568,0.68,2325840,1.11,-2.3623,TW0002883006
2023/06,2884,玉山金,170689,1.3,4446459,1.13,0.5792,TW0002884004
2023/06,2885,元大金,142145,0.96,3283539,1.14,0.1807,TW0002885001
2023/06,2886,兆豐金,132516,1.48,5062122,0.95,6.7038,TW0002886009
2023/06,2887,台新金,135728,0.75,2565265,1.13,2.9973,TW0002887007
2023/06,2890,永豐金,134054,0.68,2325840,1.1,0.289,TW0002890001
2023/06,2891,中信金,216095,1.57,5369954,1.1,2.2635,TW0002891009
2023/06,2892,第一金,123702,1,3420353,0.94,-1.6014,TW0002892007
2023/06,2912,統一超,6659,0.55,1881194,0.64,1.0734,TW0002912003
2023/06,3008,大立光,1204,0.75,2565265,0.9,-5.9604,TW0003008009
2023/06,3034,聯詠,6817,0.85,2907300,1.12,0.235,TW0003034005
2023/06,3037,欣興,15353,0.79,2702079,1.01,-2.4931,TW0003037008
2023/06,3045,台灣大,20393,0.57,1949601,0.58,-3.4782,TW0003045001
2023/06,3711,日月光投控,40549,1.31,4480662,0.93,6.9892,TW0003711008
2023/06,4904,遠傳,19147,0.44,1504955,0.59,2.4772,TW0004904008
2023/06,4938,和碩,24235,0.53,1812787,0.91,-0.6639,TW0004938006
2023/06,5871,中租-KY,16431,0.98,3351946,1.04,0.7409,KYG202881093
2023/06,5876,上海商銀,44450,0.59,2018008,0.91,0.5537,TW0005876007
2023/06,5880,合庫金,119499,0.98,3351946,0.85,0.3578,TW0005880009
2023/06,6505,台塑化,16229,0.4,1368141,0.17,-0.9647,TW0006505001
2023/06,9910,豐泰,5222,0.3,1026106,0.59,2.8797,TW0009910000
2023/06,M1100,水泥工業,,0.83,2838893,,1.2777,
2023/06,M1200,食品工業,,1.27,4343848,,2.8727,
2023/06,M1300,塑膠工業,,3.33,11389775,,-5.4827,
2023/06,M1400,紡織纖維,,0.46,1573362,,6.9605,
2023/06,M1500,電機機械,,0.56,1915398,,7.5785,
2023/06,M1600,電器電纜,,0.36,1231327,,-3.7541,
2023/06,M2000,鋼鐵工業,,1.26,4309645,,2.9935,
2023/06,M2200,汽車工業,,0.9,3078318,,2.8292,
2023/06,M2300,電子工業,,71.79,245547134,,2.8309,
2023/06,M2600,航運業,,1,3420353,,-3.6346,
2023/06,M2800,金融業(合計),,14.14,48363790,,0.6249,
2023/06,M2900,貿易百貨,,0.55,1881194,,0.8887,
2023/06,M9700,油電燃氣業,,0.4,1368141,,-1.3041,
2023/06,M9900,其他,,1.28,4378052,,2.2185,
2023/06,MTSE,國內上市,,98.13,335639229,,2.0302,
2023/06,TT99,基金總規模,,,342035289,,,
2023/05,1303,南亞,61173,1.56,4753170,0.77,-0.3845,TW0001303006
2023/05,2303,聯電,126848,2.16,6570737,1.01,5.499,TW0002303005
2023/05,2308,台達電,23407,2.44,7408239,0.9,5.5,TW0002308004
2023/05,2317,鴻海,129294,4.53,13769815,0.93,1.9139,TW0002317005
2023/05,2330,台積電,260184,47.79,145182779,1,11.1557,TW0002330008
2023/05,2412,中華電,41209,1.71,5192304,0.53,-0.7875,TW0002412004
2023/05,2454,聯發科,16120,4.03,12235138,1.01,14.1354,TW0002454006
2023/05,2881,富邦金,79887,1.6,4857145,0.64,3.0509,TW0002881000
2023/05,2882,國泰金,99727,1.45,4417918,0.68,4.3582,TW0002882008
2023/05,2891,中信金,196573,1.57,4776720,1,7.522,TW0002891009
2023/05,M1300,塑膠工業,,1.56,4753170,,-0.6368,
2023/05,M2300,電子工業,,62.67,190359011,,9.4242,
2023/05,M2800,金融業(合計),,4.63,14051783,,3.4317,
2023/05,MTSE,國內上市,,68.86,209163964,,6.4174,
2023/05,TT99,基金總規模,,,303763481,,,
2023/04,1303,南亞,58587,1.68,4569758,0.74,0.6452,TW0001303006
2023/04,2303,聯電,121484,2.2,5964882,0.97,-7.1832,TW0002303005
2023/04,2308,台達電,22417,2.48,6725117,0.86,-0.3324,TW0002308004
2023/04,2317,鴻海,123827,4.77,12939903,0.89,0.4806,TW0002317005
2023/04,2330,台積電,249182,46.11,125089431,0.96,-5.8162,TW0002330008
2023/04,2412,中華電,39466,1.85,5012218,0.51,6.2762,TW0002412004
2023/04,2454,聯發科,15439,3.78,10266622,0.97,-15.5018,TW0002454006
2023/04,2881,富邦金,76509,1.66,4514042,0.62,4.4248,TW0002881000
2023/04,2882,國泰金,95510,1.49,4054411,0.65,1.555,TW0002882008
2023/04,2891,中信金,188302,1.57,4255620,0.96,3.4326,TW0002891009
2023/04,M1300,塑膠工業,,1.68,4569758,,0.9238,
2023/04,M2300,電子工業,,61.18,165998173,,-4.0353,
2023/04,M2800,金融業(合計),,4.73,12824073,,2.1352,
2023/04,MTSE,國內上市,,67.59,183392003,,-1.8206,
2023/04,TT99,基金總規模,,,271313252,,,
2023/03,1101,台泥,65028,0.85,2367011,0.91,-7.0243,TW0001101004
2023/03,1216,統一,49188,1.27,3536593,0.87,6.5185,TW0001216000
2023/03,1301,台塑,38222,1.26,3508746,0.6,0.99,TW0001301000
2023/03,1303,南亞,58210,1.62,4511245,0.73,2.5132,TW0001303006
2023/03,1326,台化,35061,0.87,2422705,0.6,-2.9492,TW0001326007
2023/03,1402,遠東新,40036,0.45,1253123,0.75,-3.5437,TW0001402006
2023/03,1590,亞德客-KY,1598,0.68,1893609,0.8,10.2326,KYG014081064
2023/03,1605,華新,35416,0.62,1726526,0.95,-13.8691,TW0001605004
2023/03,2002,中鋼,127070,1.41,3926454,0.81,-1.5924,TW0002002003
2023/03,2207,和泰車,3297,0.76,2116386,0.6,4.0519,TW0002207008
2023/03,2303,聯電,120548,2.29,6377006,0.96,5.906,TW0002303005
2023/03,2308,台達電,22204,2.4,6683325,0.85,5.061,TW0002308004
2023/03,2317,鴻海,122635,4.58,12754012,0.88,2.9703,TW0002317005
2023/03,2327,國巨,4001,0.76,2116386,0.95,-1.6729,TW0002327004
2023/03,2330,台積電,247072,47.29,131689354,0.95,4.8736,TW0002330008
2023/03,2357,華碩,7256,0.71,1977150,0.98,-1.9785,TW0002357001
2023/03,2379,瑞昱,4887,0.68,1893609,0.95,1.9737,TW0002379005
2023/03,2382,廣達,27503,0.88,2450553,0.71,11.236,TW0002382009
2023/03,2395,研華,4278,0.57,1587290,0.55,3.9217,TW0002395001
2023/03,2408,南亞科,8375,0.2,556944,0.27,13.8699,TW0002408002
2023/03,2412,中華電,39149,1.68,4678328,0.5,3.463,TW0002412004
2023/03,2454,聯發科,15286,4.32,12029985,0.96,8.8518,TW0002454006
2023/03,2603,長榮,10366,0.59,1642984,0.49,0.9556,TW0002603008
2023/03,2609,陽明,17756,0.41,1141735,0.51,-0.4646,TW0002609005
2023/03,2615,萬海,14635,0.36,1002499,0.52,-13.9447,TW0002615002
2023/03,2801,彰銀,67411,0.42,1169582,0.64,-0.5732,TW0002801008
2023/03,2880,華南金,104661,0.84,2339164,0.77,-2.1883,TW0002880002
2023/03,2881,富邦金,75902,1.54,4288467,0.61,-5.8333,TW0002881000
2023/03,2882,國泰金,94600,1.42,3954301,0.64,-3.7973,TW0002882008
2023/03,2883,開發金,161980,0.73,2032845,0.96,-4.9244,TW0002883006
2023/03,2884,玉山金,139786,1.27,3536593,0.98,1.4029,TW0002884004
2023/03,2885,元大金,123350,0.99,2756872,0.99,-1.7583,TW0002885001
2023/03,2886,兆豐金,114764,1.36,3787218,0.82,-0.901,TW0002886009
2023/03,2887,台新金,117428,0.7,1949303,0.98,0.9119,TW0002887007
2023/03,2890,永豐金,115750,0.69,1921456,0.95,-3.4885,TW0002890001
2023/03,2891,中信金,186073,1.46,4065690,0.95,-3.956,TW0002891009
2023/03,2892,第一金,107388,1.02,2840413,0.81,-1.3058,TW0002892007
2023/03,2912,統一超,5786,0.56,1559443,0.56,0.9363,TW0002912003
2023/03,3008,大立光,1050,0.82,2283469,0.79,0.6516,TW0003008009
2023/03,3034,聯詠,5873,0.91,2534094,0.97,5.8896,TW0003034005
2023/03,3037,欣興,13027,0.69,1921456,0.85,15.2344,TW0003037008
2023/03,3045,台灣大,17646,0.64,1782220,0.5,4.5549,TW0003045001
2023/03,3711,日月光投控,34902,1.41,3926454,0.8,6.1321,TW0003711008
2023/03,4904,遠傳,16294,0.44,1225276,0.49,8.9855,TW0004904008
2023/03,5871,中租-KY,14204,1.14,3174579,0.9,-0.8867,KYG202881093
2023/03,5876,上海商銀,38553,0.65,1810067,0.79,-1.469,TW0005876007
2023/03,5880,合庫金,103493,0.97,2701177,0.74,-2.0636,TW0005880009
2023/03,6415,矽力*-KY,3310,0.57,1587290,0.87,-16.8886,KYG8190F1028
2023/03,6505,台塑化,14087,0.43,1197429,0.15,-0.1176,TW0006505001
2023/03,9910,豐泰,4473,0.31,863263,0.51,4.324,TW0009910000
2023/03,M1100,水泥工業,,0.85,2367011,,-5.0399,
2023/03,M1200,食品工業,,1.27,3536593,,4.0587,
2023/03,M1300,塑膠工業,,3.75,10442696,,0.3385,
2023/03,M1400,紡織纖維,,0.45,1253123,,-0.8741,
2023/03,M1500,電機機械,,0.68,1893609,,6.4921,
2023/03,M1600,電器電纜,,0.62,1726526,,-9.0453,
2023/03,M2000,鋼鐵工業,,1.41,3926454,,-1.9647,
2023/03,M2200,汽車工業,,0.76,2116386,,2.656,
2023/03,M2300,電子工業,,71.84,200054202,,4.6317,
2023/03,M2600,航運業,,1.36,3787218,,-2.9269,
2023/03,M2800,金融業(合計),,14.06,39153147,,-2.6738,
2023/03,M2900,貿易百貨,,0.56,1559443,,1.6995,
2023/03,M9700,油電燃氣業,,0.43,1197429,,0.3841,
2023/03,M9900,其他,,1.45,4037842,,-1.5456,
2023/03,MTSE,國內上市,,99.49,277051677,,2.3494,
2023/03,TT99,基金總規模,,,278471884,,,
2023/02,1303,南亞,58213,1.64,4400893,0.73,0.2654,TW0001303006
2023/02,2303,聯電,120708,2.24,6029383,0.97,2.3566,TW0002303005
2023/02,2308,台達電,22274,2.37,6381420,0.86,-0.8649,TW0002308004
2023/02,2317,鴻海,123035,4.62,12426550,0.89,1.3039,TW0002317005
2023/02,2330,台積電,247589,47,126517867,0.95,-2.1071,TW0002330008
2023/02,2412,中華電,39214,1.68,4529187,0.51,2.6667,TW0002412004
2023/02,2454,聯發科,15340,4.12,11090466,0.96,0.6964,TW0002454006
2023/02,2881,富邦金,76020,1.69,4561189,0.61,-0.3321,TW0002881000
2023/02,2882,國泰金,92149,1.49,4003891,0.63,2.1152,TW0002882008
2023/02,2891,中信金,187056,1.58,4255535,0.96,-0.4376,TW0002891009
2023/02,M1300,塑膠工業,,1.64,4400893,,0.5633,
2023/02,M2300,電子工業,,62.03,166974872,,1.2827,
2023/02,M2800,金融業(合計),,4.76,12820615,,1.2654,
2023/02,MTSE,國內上市,,68.43,184196380,,1.5631,
2023/02,TT99,基金總規模,,,269164067,,,
2023/01,1303,南亞,57727,1.63,4352591,0.73,6.1974,TW0001303006
2023/01,2002,中鋼,126087,1.49,3990660,0.8,6.2081,TW0002002003
2023/01,2303,聯電,119701,2.18,5841390,0.96,19.9017,TW0002303005
2023/01,2308,台達電,22088,2.39,6383364,0.85,0.8725,TW0002308004
2023/01,2317,鴻海,122008,4.55,12164195,0.88,-0.2001,TW0002317005
2023/01,2330,台積電,245522,47.9,128162345,0.95,16.388,TW0002330008
2023/01,2412,中華電,38886,1.64,4374717,0.5,-0.4425,TW0002412004
2023/01,2454,聯發科,15211,4.08,10921845,0.95,14.8798,TW0002454006
2023/01,2881,富邦金,75385,1.7,4538186,0.61,6.927,TW0002881000
2023/01,2891,中信金,185495,1.58,4238561,0.95,3.3936,TW0002891009
2023/01,M1300,塑膠工業,,1.63,4352591,,3.9995,
2023/01,M2000,鋼鐵工業,,1.49,3990660,,6.5893,
2023/01,M2300,電子工業,,62.74,167847856,,10.8444,
2023/01,M2800,金融業(合計),,3.28,8776747,,3.9888,
2023/01,MTSE,國內上市,,69.14,184967853,,7.9752,
2023/01,TT99,基金總規模,,,267540485,,,
2022/12,1101,台泥,66935,0.89,2252348,0.94,-0.7373,TW0001101004
2022/12,1216,統一,50919,1.34,3391176,0.9,0.7566,TW0001216000
2022/12,1301,台塑,39652,1.36,3441790,0.62,-3.7695,TW0001301000
2022/12,1303,南亞,59882,1.68,4251623,0.76,-7.6722,TW0001303006
2022/12,1326,台化,36256,1.01,2556035,0.62,-7.3585,TW0001326007
2022/12,1402,遠東新,42047,0.53,1341286,0.79,-1.846,TW0001402006
2022/12,1590,亞德客-KY,1658,0.61,1543744,0.83,-1.4816,KYG014081064
2022/12,2002,中鋼,130783,1.54,3897321,0.83,2.2299,TW0002002003
2022/12,2207,和泰車,3400,0.79,1999275,0.62,-9.5383,TW0002207008
2022/12,2303,聯電,124360,2,5061456,0.99,-11.1354,TW0002303005
2022/12,2308,台達電,22966,2.6,6579893,0.88,-5.1325,TW0002308004
2022/12,2317,鴻海,126663,5,12653640,0.91,-0.597,TW0002317005
2022/12,2327,國巨,4152,0.74,1872739,0.99,-2.5919,TW0002327004
2022/12,2330,台積電,255273,45.24,114490134,0.98,-7.9454,TW0002330008
2022/12,2357,華碩,7446,0.79,1999275,1,0.9398,TW0002357001
2022/12,2379,瑞昱,5043,0.56,1417208,0.98,-11.3566,TW0002379005
2022/12,2382,廣達,28353,0.81,2049890,0.73,0.9777,TW0002382009
2022/12,2395,研華,4358,0.57,1442515,0.56,-0.6007,TW0002395001
2022/12,2408,南亞科,8897,0.18,455531,0.29,-9.8592,TW0002408002
2022/12,2412,中華電,40312,1.8,4555310,0.52,-0.4405,TW0002412004
2022/12,2454,聯發科,15792,3.9,9869839,0.99,-14.7341,TW0002454006
2022/12,2603,長榮,10713,0.69,1746202,0.51,0,TW0002603008
2022/12,2609,陽明,18546,0.48,1214749,0.53,-0.9076,TW0002609005
2022/12,2615,萬海,14849,0.47,1189442,0.53,5.2564,TW0002615002
2022/12,2801,彰銀,70831,0.48,1214749,0.67,-1.9999,TW0002801008
2022/12,2880,華南金,108218,0.96,2429499,0.79,-1.1014,TW0002880002
2022/12,2881,富邦金,78214,1.74,4403467,0.63,-7.4013,TW0002881000
2022/12,2882,國泰金,94902,1.5,3796092,0.65,-6.7117,TW0002882008
2022/12,2883,開發金,166707,0.83,2100504,0.99,-5.6181,TW0002883006
2022/12,2884,玉山金,144162,1.37,3467097,1.01,-3.0244,TW0002884004
2022/12,2885,元大金,127120,1.09,2758494,1.02,-3.9824,TW0002885001
2022/12,2886,兆豐金,118406,1.42,3593634,0.85,-5.1564,TW0002886009
2022/12,2887,台新金,120670,0.72,1822124,1.01,-0.33,TW0002887007
2022/12,2890,永豐金,111805,0.74,1872739,0.98,-7.9671,TW0002890001
2022/12,2891,中信金,192381,1.68,4251623,0.98,-3.9132,TW0002891009
2022/12,2892,第一金,110779,1.16,2935644,0.84,1.1451,TW0002892007
2022/12,2912,統一超,5955,0.64,1619666,0.57,-0.1835,TW0002912003
2022/12,3008,大立光,1092,0.88,2227041,0.82,-11.1112,TW0003008009
2022/12,3034,聯詠,6096,0.76,1923353,1,5.6952,TW0003034005
2022/12,3037,欣興,13286,0.63,1594359,0.9,-22.8297,TW0003037008
2022/12,3045,台灣大,18439,0.69,1746202,0.52,-0.8377,TW0003045001
2022/12,3711,日月光投控,36115,1.34,3391176,0.83,-3.3951,TW0003711008
2022/12,4904,遠傳,16897,0.44,1113520,0.51,-3.0882,TW0004904008
2022/12,5871,中租-KY,14695,1.26,3188717,0.93,7.6922,KYG202881093
2022/12,5876,上海商銀,37343,0.65,1644973,0.77,-13.2873,TW0005876007
2022/12,5880,合庫金,107069,1.1,2783801,0.76,-2.4391,TW0005880009
2022/12,6415,矽力*-KY,3421,0.59,1493130,0.9,-2.9997,KYG8190F1028
2022/12,6505,台塑化,14497,0.46,1164135,0.15,-5.0829,TW0006505001
2022/12,8046,南電,2230,0.2,506146,0.35,-15.77,TW0008046004
2022/12,9910,豐泰,4657,0.38,961677,0.53,10.7241,TW0009910000
2022/12,M1100,水泥工業,,0.89,2252348,,-0.6015,
2022/12,M1200,食品工業,,1.34,3391176,,-1.0547,
2022/12,M1300,塑膠工業,,4.05,10249448,,-5.7667,
2022/12,M1400,紡織纖維,,0.53,1341286,,0.6299,
2022/12,M1500,電機機械,,0.61,1543744,,0.3794,
2022/12,M2000,鋼鐵工業,,1.54,3897321,,2.7371,
2022/12,M2200,汽車工業,,0.79,1999275,,-8.0902,
2022/12,M2300,電子工業,,69.72,176442356,,-6.8379,
2022/12,M2600,航運業,,1.64,4150394,,1.3291,
2022/12,M2800,金融業(合計),,15.44,39074440,,-4.397,
2022/12,M2900,貿易百貨,,0.64,1619666,,1.3344,
2022/12,M9700,油電燃氣業,,0.46,1164135,,-4.6482,
2022/12,M9900,其他,,1.64,4150394,,1.653,
2022/12,MTSE,國內上市,,99.29,251275983,,-4.986,
2022/12,TT99,基金總規模,,,253072799,,,
2022/11,1303,南亞,59768,1.71,4596195,0.75,12.5918,TW0001303006
2022/11,2303,聯電,123934,2.11,5676171,0.99,17.1356,TW0002303005
2022/11,2308,台達電,22868,2.57,6906275,0.88,17.2816,TW0002308004
2022/11,2317,鴻海,126323,4.72,12695509,0.91,-1.9511,TW0002317005
2022/11,2330,台積電,254206,46.36,124560959,0.98,25.6411,TW0002330008
2022/11,2412,中華電,40261,1.7,4569667,0.52,2.2523,TW0002412004
2022/11,2454,聯發科,15749,4.3,11544084,0.98,24.2372,TW0002454006
2022/11,2881,富邦金,78052,1.77,4745533,0.63,19.2156,TW0002881000
2022/11,2882,國泰金,87473,1.42,3809462,0.66,15.2119,TW0002882008
2022/11,2891,中信金,192057,1.64,4417302,0.98,12.7453,TW0002891009
2022/11,M1300,塑膠工業,,1.71,4596195,,10.463,
2022/11,M2300,電子工業,,61.76,165952666,,17.8248,
2022/11,M2800,金融業(合計),,4.83,12972297,,11.0831,
2022/11,MTSE,國內上市,,68.3,183521158,,14.9024,
2022/11,TT99,基金總規模,,,268706082,,,
2022/10,1303,南亞,58773,1.79,4014192,0.74,2.0927,TW0001303006
2022/10,2303,聯電,121871,2.12,4765175,0.98,9.3706,TW0002303005
2022/10,2308,台達電,22488,2.58,5790642,0.87,1.7786,TW0002308004
2022/10,2317,鴻海,124221,5.68,12732687,0.9,0.4901,TW0002317005
2022/10,2330,台積電,249976,43.46,97490546,0.96,-7.5829,TW0002330008
2022/10,2412,中華電,39591,1.96,4394648,0.51,-2.6317,TW0002412004
2022/10,2454,聯發科,15487,4.07,9137351,0.97,7.0781,TW0002454006
2022/10,2881,富邦金,76753,1.75,3914387,0.62,2.2043,TW0002881000
2022/10,2886,兆豐金,116154,1.55,3473008,0.83,-4.0127,TW0002886009
2022/10,2891,中信金,188858,1.72,3852708,0.97,2.7709,TW0002891009
2022/10,M1300,塑膠工業,,1.79,4015105,,-0.9084,
2022/10,TT99,基金總規模,,,224307530,,,
2022/09,1101,台泥,57801,0.9,1953674,0.86,-13.995,TW0001101004
2022/09,1216,統一,46447,1.44,3125879,0.82,1.9698,TW0001216000
2022/09,1301,台塑,36096,1.44,3125879,0.57,-4.9395,TW0001301000
2022/09,1303,南亞,54512,1.68,3646858,0.69,-2.6199,TW0001303006
2022/09,1326,台化,32985,1.05,2279287,0.56,0.5824,TW0001326007
2022/09,1590,亞德客-KY,1512,0.51,1107082,0.76,-9.6274,KYG014081064
2022/09,2002,中鋼,119513,1.47,3191001,0.76,-7.7721,TW0002002003
2022/09,2207,和泰車,3074,0.81,1758307,0.56,-6.8404,TW0002207008
2022/09,2303,聯電,112940,1.86,4037593,0.9,-13.0171,TW0002303005
2022/09,2308,台達電,20935,2.44,5296628,0.81,-3.8023,TW0002308004
2022/09,2317,鴻海,115348,5.42,11765460,0.83,-6.422,TW0002317005
2022/09,2327,國巨,4842,0.6,1302449,0.91,-18.1126,TW0002327004
2022/09,2330,台積電,232250,45.15,98009321,0.9,-15.9531,TW0002330008
2022/09,2357,華碩,6865,0.74,1606354,0.92,-8.2352,TW0002357001
2022/09,2379,瑞昱,4583,0.57,1237327,0.89,-15.2339,TW0002379005
2022/09,2382,廣達,25654,0.91,1975382,0.66,-2.9003,TW0002382009
2022/09,2395,研華,3994,0.54,1172205,0.51,-10.3818,TW0002395001
2022/09,2408,南亞科,7982,0.18,390735,0.26,-8.3334,TW0002408002
2022/09,2409,友達,85649,0.58,1259034,0.89,-12.2388,TW0002409000
2022/09,2412,中華電,36750,1.93,4189546,0.47,-5.7852,TW0002412004
2022/09,2454,聯發科,14380,3.65,7923234,0.9,-17.3913,TW0002454006
2022/09,2603,長榮,9664,0.65,1410987,0.46,-27.9916,TW0002603008
2022/09,2609,陽明,16942,0.48,1041960,0.49,-22.0532,TW0002609005
2022/09,2615,萬海,13648,0.42,911715,0.49,-23.0414,TW0002615002
2022/09,2801,彰銀,64553,0.51,1107082,0.61,-2.8328,TW0002801008
2022/09,2880,華南金,98537,1.01,2192457,0.72,-4.301,TW0002880002
2022/09,2881,富邦金,71343,1.64,3560028,0.58,-8.7196,TW0002881000
2022/09,2882,國泰金,79875,1.47,3191001,0.61,-10.3256,TW0002882008
2022/09,2883,開發金,155570,0.86,1866844,0.92,-10.4478,TW0002883006
2022/09,2884,玉山金,130666,1.55,3364661,0.92,-8.6882,TW0002884004
2022/09,2885,元大金,115477,1.04,2257579,0.92,-3.6944,TW0002885001
2022/09,2886,兆豐金,108015,1.55,3364661,0.77,-13.2311,TW0002886009
2022/09,2887,台新金,109330,0.69,1497817,0.91,-9.8682,TW0002887007
2022/09,2890,永豐金,102891,0.82,1780014,0.9,-0.2881,TW0002890001
2022/09,2891,中信金,176066,1.61,3494906,0.9,-15.5319,TW0002891009
2022/09,2892,第一金,101023,1.21,2626606,0.76,-2.0715,TW0002892007
2022/09,2912,統一超,5456,0.71,1541232,0.52,5.4104,TW0002912003
2022/09,3008,大立光,998,0.77,1671477,0.75,-14.3224,TW0003008009
2022/09,3034,聯詠,5551,0.56,1215619,0.91,-16.8879,TW0003034005
2022/09,3037,欣興,12193,0.66,1432694,0.83,-22.4423,TW0003037008
2022/09,3045,台灣大,16576,0.73,1584647,0.47,-4.0161,TW0003045001
2022/09,3711,日月光投控,32792,1.21,2626606,0.75,-6.2061,TW0003711008
2022/09,4904,遠傳,15591,0.52,1128790,0.47,-3.2089,TW0004904008
2022/09,5871,中租-KY,13322,1.12,2431239,0.84,-7.3605,KYG202881093
2022/09,5876,上海商銀,31767,0.72,1562939,0.71,-1.2049,TW0005876007
2022/09,5880,合庫金,97580,1.18,2561484,0.7,-5.0634,TW0005880009
2022/09,6415,矽力*-KY,3145,0.61,1324157,0.83,-21.0132,KYG8190F1028
2022/09,6505,台塑化,13093,0.5,1085375,0.14,-1.0739,TW0006505001
2022/09,8046,南電,2067,0.18,390735,0.32,-30.1295,TW0008046004
2022/09,9910,豐泰,4259,0.31,672932,0.48,-8.1396,TW0009910000
2022/09,M1100,水泥工業,,0.9,1953674,,-11.6918,
2022/09,M1200,食品工業,,1.44,3125879,,-1.8723,
2022/09,M1300,塑膠工業,,4.17,9052024,,-3.1938,
2022/09,M1500,電機機械,,0.51,1107082,,-9.5156,
2022/09,M2000,鋼鐵工業,,1.47,3191001,,-9.1273,
2022/09,M2200,汽車工業,,0.81,1758307,,-5.9351,
2022/09,M2600,航運業,,1.55,3364661,,-19.3504,
2022/09,M2900,貿易百貨,,0.71,1541232,,-7.4571,
2022/09,M9700,油電燃氣業,,0.5,1085375,,-1.2786,
2022/09,M9900,其他,,1.43,3104171,,-8.9083,
2022/09,TT99,基金總規模,,,217074908,,,
2022/08,1301,台塑,47297,1.73,4308785,0.74,-0.9783,TW0001301000
2022/08,2303,聯電,113715,1.87,4673691,0.91,2.3662,TW0002303005
2022/08,2308,台達電,20983,2.21,5518623,0.81,1.9379,TW0002308004
2022/08,2317,鴻海,115908,5.06,12634003,0.84,0.0002,TW0002317005
2022/08,2330,台積電,233247,47.18,117789582,0.9,-0.7859,TW0002330008
2022/08,2412,中華電,36942,1.79,4470011,0.48,-0.4116,TW0002412004
2022/08,2454,聯發科,14452,3.86,9639161,0.9,-2.3426,TW0002454006
2022/08,2881,富邦金,68206,1.57,3915029,0.58,2.3173,TW0002881000
2022/08,2886,兆豐金,108381,1.56,3890879,0.78,7.9135,TW0002886009
2022/08,2891,中信金,176264,1.66,4142193,0.9,2.3967,TW0002891009
2022/08,M1300,塑膠工業,,1.73,4318741,,-0.0419,
2022/08,TT99,基金總規模,,,249638231,,,
2022/07,1301,台塑,46176,1.72,4248219,0.73,-7.8104,TW0001301000
2022/07,2303,聯電,111021,1.8,4457492,0.89,2.5543,TW0002303005
